"No","AdvisoryID","Title","Severity","CVSS","Published","CVEs","Link","FixedInfo"
"134","VCDSA23565","VMSA-2019-0020:VMware ESXi, Workstation, and Fusion patches provide Hypervisor-Specific Mitigations for Speculative-Execution Vulnerabilities","MEDIUM","6.5","10 November 2019","CVE-2018-12207; CVE-2019-11135","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23565","ESXi | 6.7 | Any | CVE-2018-12207 | 6.5 | Moderate | ESXi670-201911401-BGESXi670-201911402-BG | None | KB59139<br>ESXi | 6.5 | Any | CVE-2018-12207 | 6.5 | Moderate | ESXi650-201911401-BGESXi650-201911402-BG | None | KB59139<br>ESXi | 6.0 | Any | CVE-2018-12207 | 6.5 | Moderate | ESXi600-201911401-BGESXi600-201911402-BG | None | KB59139<br>Workstation | 15.x | Any | CVE-2018-12207 | N/A | N/A | Unaffected | N/A | N/A<br>Fusion | 11.x | Any | CVE-2018-12207 | N/A | N/A | Unaffected | N/A | N/A<br>ESXi | 6.7 | Any | CVE-2019-11135 | 6.5 | Moderate | ESXi670-201911401-BGESXi670-201911402-BG | None | None<br>ESXi | 6.5 | Any | CVE-2019-11135 | 6.5 | Moderate | ESXi650-201911401-BGESXi650-201911402-BG | None | None<br>ESXi | 6.0 | Any | CVE-2019-11135 | 6.5 | Moderate | ESXi600-201911401-BGESXi600-201911402-BG | None | None<br>Workstation | 15.x | Any | CVE-2019-11135 | 6.5 | Moderate | 15.5.1 | None | None<br>Fusion | 11.x | Any | CVE-2019-11135 | 6.5 | Moderate | 11.5.1 | None | None"
"135","VCDSA23564","VMSA-2019-0019:VMware ESXi, Workstation and Fusion updates address a denial-of-service vulnerability","MEDIUM","6.3","22 October 2019","CVE-2019-5536","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23564","ESXi | 6.7 | Any | CVE-2019-5536 | 6.3 | Moderate | ESXi670-201908101-SG | see VMSA-2018-0025 | None<br>ESXi | 6.5 | Any | CVE-2019-5536 | 6.3 | Moderate | ESXi650-201910401-SG | see VMSA-2018-0025 | None<br>ESXi | 6.0 | Any | CVE-2019-5536 | N/A | N/A | Not affected | N/A | N/A<br>Workstation | 15.x | Any | CVE-2019-5536 | 6.3 | Moderate | 15.5.0 | see VMSA-2018-0025 | None<br>Fusion | 11.x | OS X | CVE-2019-5536 | 6.3 | Moderate | 11.5.0 | see VMSA-2018-0025 | None"
"136","VCDSA23563","VMSA-2019-0018:VMware vCenter Server Appliance updates address sensitive information disclosure vulnerability in backup and restore functions","MEDIUM","6.8","22 October 2019","CVE-2019-5537; CVE-2019-5538","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23563","vCenter Server Appliance | 6.7 | Virtual Appliance | CVE-2019-5537, CVE-2019-5538 | 6.8 | Moderate | 6.7u3a | None | KB75156<br>vCenter Server Appliance | 6.5 | Virtual Appliance | CVE-2019-5537, CVE-2019-5538 | 6.8 | Moderate | 6.5u3d | None | KB75156<br>vCenter Server Appliance | 6.0 | Virtual Appliance | CVE-2019-5537, CVE-2019-5538 | N/A | N/A | Unaffected | None | None"
"137","VCDSA23561","VMSA-2019-0016:VMware Cloud Foundation and VMware Harbor Container Registry for PCF address broken access control vulnerability","CRITICAL","9.1","13 October 2019","CVE-2019-16919","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23561","VMware Cloud Foundation* | x.x | Any | CVE-2019-16919 | 9.1 | Critical | 3.9.0 | None | None"
"138","VCDSA23560","VMSA-2019-0015:VMware Cloud Foundation and VMware Harbor Container Registry for PCF address remote escalation of privilege vulnerability","CRITICAL","9.8","22 September 2019","CVE-2019-16097","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23560","VMware Cloud Foundation* | x.x | Any | CVE-2019-16097 | 9.8 | Critical | 3.9.0 | HarborFAQs: CVE-2019-16097 | None"
"139","VCDSA23559","VMSA-2019-0014:VMware ESXi, Workstation, Fusion, VMRC and Horizon Client updates address use-after-free and denial of service vulnerabilities.","HIGH","4.7-8.5","17 September 2019","CVE-2019-5527; CVE-2019-5535","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23559","ESXi | 6.7 | Any | CVE-2019-5527 | 8.5 | Important | ESXi670-201904101-SG | None | None<br>ESXi | 6.5 | Any | CVE-2019-5527 | 8.5 | Important | ESXi650-201903401-SG | None | None<br>ESXi | 6.0 | Any | CVE-2019-5527 | 8.5 | Important | ESXi600-201909101-SG | None | None<br>Workstation | 15.x | Any | CVE-2019-5527 | 8.5 | Important | 15.5.0 | None | None<br>Fusion | 11.x | OS X | CVE-2019-5527 | 8.5 | Important | 11.5.0 | None | None<br>Workstation | 15.x | Any | CVE-2019-5535 | 4.7 | Moderate | 15.5.0 | None | None<br>Fusion | 11.x | OS X | CVE-2019-5535 | 4.7 | Moderate | 11.5.0 | None | None"
"140","VCDSA23558","VMSA-2019-0013:VMware ESXi and vCenter Server updates address command injection and information disclosure vulnerabilities.","HIGH","4.2-7.7","14 September 2019","CVE-2017-16544; CVE-2019-5531; CVE-2019-5532; CVE-2019-5534","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23558","ESXi | 6.7 | Any | CVE-2017-16544 | 6.7 | Moderate | ESXi670-201904101-SG | None | None<br>ESXi | 6.5 | Any | CVE-2017-16544 | 6.7 | Moderate | ESXi650-201907101-SG | None | None<br>ESXi | 6.0 | Any | CVE-2017-16544 | 6.7 | Moderate | ESXi600-201909101-SG | None | None<br>ESXi | 6.7 | Any | CVE-2019-5531 | 4.2 | Moderate | ESXi670-201810101-SG | None | None<br>ESXi | 6.5 | Any | CVE-2019-5531 | 4.2 | Moderate | ESXi650-201811102-SG | None | None<br>ESXi | 6.0 | Any | CVE-2019-5531 | 4.2 | Moderate | ESXi600-201807103-SG | None | None"
"141","VCDSA23557","VMSA-2019-0012:VMware ESXi, Workstation and Fusion updates address out-of-bounds read/write vulnerabilities","HIGH","6.3-8.5","31 July 2019","CVE-2019-5521; CVE-2019-5684","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23557","ESXi | 6.7 | Any | CVE-2019-5521/CVE-2019-5684 | 6.3/8.5 | Important | ESXi670-201904101-SG | see VMSA-2018-0025 | None<br>ESXi | 6.5 | Any | CVE-2019-5521/CVE-2019-5684 | 6.3/8.5 | Important | ESXi650-201903001 | see VMSA-2018-0025 | None<br>ESXi | 6.0 | Any | CVE-2019-5521/CVE-2019-5684 | N/A | N/A | Not affected | N/A | N/A<br>Workstation | 15.x | Any | CVE-2019-5521/CVE-2019-5684 | 7.7/8.5 | Important | 15.0.3 | see VMSA-2018-0025 | None<br>Workstation | 14.x | Any | CVE-2019-5521/CVE-2019-5684 | 7.7/8.5 | Important | 14.1.6 | see VMSA-2018-0025 | None<br>Fusion | 11.x | OSX | CVE-2019-5521/CVE-2019-5684 | 7.7/8.5 | Important | 11.0.3 | see VMSA-2018-0025 | None<br>Fusion | 10.x | OSX | CVE-2019-5521/CVE-2019-5684 | 7.7/8.5 | Important | 10.1.6 | see VMSA-2018-0025 | None"
"142","VCDSA23556","VMSA-2019-0011:ESXi patches address partial denial of service vulnerability in hostd process","MEDIUM","5.3","07 July 2019","CVE-2019-5528","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23556","ESXi | 6.7 | Any | CVE-2019-5528 | 5.3 | Moderate | ESXi670-201908201-UG | kb67920 | None<br>ESXi | 6.5 | Any | CVE-2019-5528 | 5.3 | Moderate | ESXi650-201907201-UG | kb67920 | None<br>ESXi | 6.0 | Any | CVE-2019-5528 | N/A | N/A | Unaffected | N/A | N/A"
"143","VCDSA23555","VMSA-2019-0010:VMware product updates address Linux kernel vulnerabilities in TCP Selective Acknowledgement (SACK)","HIGH","5.3 - 7.5","01 July 2019","CVE-2019-11477; CVE-2019-11478","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23555","NSX for vSphere | x.x | Virtual Appliance | CVE-2019-11477, CVE-2019-11478 | 7.5 | Important | 6.4.6 | KB71311 | None<br>NSX-T Data Center | x.x | Virtual Appliance | CVE-2019-11477, CVE-2019-11478 | 7.5 | Important | 2.5.0 | None | None<br>vCenter Server Appliance | 6.7 | Virtual Appliance | CVE-2019-11477, CVE-2019-11478 | 7.5 | Important | 6.7u2c | None | None<br>vCenter Server Appliance | 6.5 | Virtual Appliance | CVE-2019-11477, CVE-2019-11478 | 7.5 | Important | 6.5u3 | None | None<br>vCenter Server Appliance | 6.0 | Virtual Appliance | CVE-2019-11477, CVE-2019-11478 | 7.5 | Important | 6.0u3j | None | None"
"144","VCDSA23554","VMSA-2019-0009:VMware Tools and Workstation updates address out of bounds read and use-after-free vulnerabilities.","HIGH","7.1-8.5","04 June 2019","CVE-2019-5522; CVE-2019-5525","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23554","VMware Tools | 10.2.x/10.3.x | Windows | CVE-2019-5522 | 7.1 | Important | 10.3.10 | None | None<br>VMware Tools | x.x | Linux | CVE-2019-5522 | N/A | N/A | not affected | N/A | N/A<br>Workstation | 15.x | Linux | CVE-2019-5525 | 8.5 | Important | 15.1.0 | None | None<br>Workstation | 15.x | Windows | CVE-2019-5525 | N/A | N/A | not affected | N/A | N/A"
"145","VCDSA23553","VMSA-2019-0008:VMware product updates enable Hypervisor-Specific Mitigations, Hypervisor-Assisted Guest Mitigations, and Operating System-Specific Mitigations for Microarchitectural Data Sampling (MDS) Vulnerabilities","MEDIUM","3.8 - 6.5","12 May 2019","CVE-2018-12126; CVE-2018-12127; CVE-2018-12130; CVE-2019-11091; CVE-2018-3646","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23553","vCenter Server1 | 6.7 | Any | N/A | N/A | N/A | 6.7 U2a | None | KB67577<br>vCenter Server1 | 6.5 | Any | N/A | N/A | N/A | 6.5 U2g | None | KB67577<br>vCenter Server1 | 6.0 | Any | N/A | N/A | N/A | 6.0 U3i | None | KB67577<br>ESXi3 | 6.7 | Any | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | ESXi670-201911401-BG ESXi670-201911402-BG2 | None | KB67577<br>ESXi | 6.5 | Any | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | ESXi650-201905401-BG ESXi650-201905402-BG2 | None | KB67577<br>ESXi | 6.0 | Any | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | ESXi600-201905401-BG ESXi600-201905402-BG2 | None | KB67577<br>Workstation3 | 15.x | Any | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | 15.5.1 | None | KB68025<br>Fusion3 | 11.x | Any | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | 11.5.1 | None | KB68025<br>vCenter Server1 | 6.7 | Any | N/A | N/A | N/A | 6.7 U2a | None | KB68024<br>vCenter Server1 | 6.5 | Any | N/A | N/A | N/A | 6.5 U2g | None | KB68024<br>vCenter Server1 | 6.0 | Any | N/A | N/A | N/A | 6.0 U3i | None | KB68024<br>ESXi | 6.7 | Any | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | ESXi670-201905401-BG ESXi670-201905402-BG2 ESXi670-201905403-BG | None | KB68024<br>ESXi | 6.5 | Any | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | ESXi650-201905401-BG ESXi650-201905402-BG2 | None | KB68024<br>ESXi | 6.0 | Any | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | ESXi600-201905401-BG ESXi600-201905402-BG2 | None | KB68024<br>Workstation | 15.x | Any | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | 15.1.0 | None | KB68024<br>Fusion | 11.x | Any | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | 11.1.0 | None | KB68024<br>vCenter Server | 6.7 | Virtual Appliance | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | 6.7u2c | KB52312 | None<br>vCenter Server | 6.5 | Virtual Appliance | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | 6.5u3 | KB52312 | None<br>vCenter Server | 6.0 | Virtual Appliance | CVE-2018-12126 CVE-2018-12127 CVE-2018-12130 CVE-2019-11091 | 6.5 | Moderate | 6.5u3 | KB52312 | None"
"146","VCDSA23552","VMSA-2019-0007:VMware Workstation update addresses a DLL-hijacking issue","MEDIUM","6.0","12 May 2019","CVE-2019-5526","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23552","Workstation | 15.x | Windows | CVE-2019-5526 | 6.0 | Moderate | 15.1.0 | None | None"
"147","VCDSA23551","VMSA-2019-0006:VMware ESXi, Workstation and Fusion updates address multiple out-of-bounds read vulnerabilities","HIGH","","09 April 2019","CVE-2019-5516; CVE-2019-5517; CVE-2019-5520","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23551","ESXi | 6.7 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 670 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 650 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 67u2 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.7 U2 | N/A | N/A | N/A | N/A | N/A | N/A | "
"148","VCDSA23550","VMSA-2019-0005:VMware ESXi, Workstation and Fusion updates address multiple security issues.","CRITICAL","","26 March 2019","CVE-2019-5514; CVE-2019-5515; CVE-2019-5518; CVE-2019-5519; CVE-2019-5524","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23550","ESXi | 6.7 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 670 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 650 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 600 | N/A | N/A | N/A | N/A | N/A | N/A | "
"149","VCDSA23528","VMSA-2019-0004:VMware vCloud Director for Service Providers update resolves a Remote Session Hijack vulnerability","CRITICAL","","26 March 2019","CVE-2019-5523","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23528","Check Link for details"
"150","VCDSA23527","VMSA-2019-0002:VMware Workstation update addresses elevation of privilege issues.","HIGH","","12 March 2019","CVE-2019-5511; CVE-2019-5512; CVE-2019-5513","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23527","Check Link for details"
"151","VCDSA23526","VMSA-2019-0001:VMware product updates resolve mishandled file descriptor vulnerability in runc container runtime.","HIGH","","13 February 2019","CVE-2019-5736","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23526","Check Link for details"
"152","VCDSA23525","VMSA-2018-0031:vRealize Operations updates address a local privilege escalation vulnerability","HIGH","","16 December 2018","CVE-2018-6978","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23525","Check Link for details"
"153","VCDSA23524","VMSA-2018-0030:VMware Workstation and Fusion updates address an integer overfLOW issue.","CRITICAL","","20 November 2018","CVE-2018-6983","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23524","Check Link for details"
"154","VCDSA23523","VMSA-2018-0029:vSphere Data Protection (VDP) updates address multiple security issues.","CRITICAL","","18 November 2018","CVE-2018-11066; CVE-2018-11067; CVE-2018-11076; CVE-2018-11077","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23523","Check Link for details"
"155","VCDSA23522","VMSA-2018-0028:VMware vRealize Log Insight updates address an authorization bypass vulnerability","MEDIUM","","11 November 2018","CVE-2018-6980","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23522","Check Link for details"
"156","VCDSA23521","VMSA-2018-0027:VMware ESXi, Workstation, and Fusion updates address uninitialized stack memory usage","CRITICAL","","07 November 2018","CVE-2018-6981; CVE-2018-6982","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23521","ESXi | 6.7 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 670 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 650 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 600 | N/A | N/A | N/A | N/A | N/A | N/A | "
"157","VCDSA23520","VMSA-2018-0026:VMware ESXi, Workstation, and Fusion updates address an out-of-bounds read vulnerability","CRITICAL","","14 October 2018","CVE-2018-6974","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23520","ESXi | 6.7 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 670 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 650 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 600 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 671 | N/A | N/A | N/A | N/A | N/A | N/A | "
"158","VCDSA23548","VMSA-2018-0025:VMware ESXi, Workstation, and Fusion workarounds address a denial-of-service vulnerability","HIGH","","07 October 2018","CVE-2018-6977","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23548","Check Link for details"
"159","VCDSA23545","VMSA-2018-0020:VMware vSphere, Workstation, and Fusion updates enable Hypervisor-Specific Mitigations for L1 Terminal Fault - VMM vulnerability.","HIGH","","12 August 2018","CVE-2018-3646","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23545","ESXi | 6.7 | Any | Important | ESXi670-201808401-BG*ESXi670-201808402-BG**ESXi670-201808403-BG* | None<br>ESXi | 6.5 | Any | Important | ESXi650-201808401-BG*ESXi650-201808402-BG**ESXi650-201808403-BG* | None<br>ESXi | 6.0 | Any | Important | ESXi600-201808401-BG*ESXi600-201808402-BG**ESXi600-201808403-BG* | None<br>ESXi | 5.5 | Any | Important | ESXi550-201808401-BG*ESXi550-201808402-BG**ESXi550-201808403-BG* | None<br>Fusion | 10.x | Any | Important | 10.1.3* | None"
"160","VCDSA23546","VMSA-2018-0021:Operating System-Specific Mitigations address L1 Terminal Fault - OS vulnerability in VMware Virtual Appliances.","MEDIUM","","12 August 2018","CVE-2018-3620","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23546","VMSA-2018-0021.2"
"161","VCDSA23546","VMSA-2018-0021:Operating System-Specific Mitigations address L1 Terminal Fault - OS vulnerability in VMware Virtual Appliances.","MEDIUM","","12 August 2018","CVE-2018-3620","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23546","VMSA-2018-0021.2"
"162","VCDSA23544","VMSA-2018-0018:VMware Horizon View Agent, VMware ESXi, Workstation, and Fusion updates resolve multiple security issues","HIGH","","17 July 2018","CVE-2018-6971; CVE-2018-6972","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23544","ESXi | 6.7 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 670 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 650 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 600 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 550 | N/A | N/A | N/A | N/A | N/A | N/A | "
"163","VCDSA23543","VMSA-2018-0017:VMware Tools update addresses an out-of-bounds read vulnerability","HIGH","","10 July 2018","CVE-2018-6969","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23543","ESXi | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>VMware Tools | 3 | N/A | N/A | N/A | N/A | N/A | N/A | <br>VMware Tools | 10 | N/A | N/A | N/A | N/A | N/A | N/A | <br>VMware Tools | 10.3.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>VMware Tools | 10.3.2 | N/A | N/A | N/A | N/A | N/A | N/A | "
"164","VCDSA23542","VMSA-2018-0016:VMware ESXi, Workstation, and Fusion updates address multiple out-of-bounds read vulnerabilities","HIGH","","26 June 2018","CVE-2018-6965; CVE-2018-6966; CVE-2018-6967","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23542","ESXi | 6.7 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 670 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"165","VCDSA23540","VMSA-2018-0012:VMware vSphere, Workstation and Fusion updates enable Hypervisor-Assisted Guest Mitigations for Speculative Store Bypass issue.","MEDIUM","","20 May 2018","CVE-2018-3639; CVE-2018-3640","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23540","vCenter Server | 6.7.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 6.5 U2 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 6.0 U3 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 5.5 U3 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.7 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 670 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 650 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 600 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 550 | N/A | N/A | N/A | N/A | N/A | N/A | "
"166","VCDSA23541","VMSA-2018-0013:VMware Workstation and Fusion updates address signature bypass and multiple denial-of-service vulnerabilities","HIGH","","19 May 2018","CVE-2018-6962; CVE-2018-6963","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23541","Check Link for details"
"167","VCDSA23538","VMSA-2018-0009:vRealize Automation updates address multiple security issues.","HIGH","","10 April 2018","CVE-2018-6958; CVE-2018-6959","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23538","Check Link for details"
"168","VCDSA23537","VMSA-2018-0008:Workstation and Fusion updates address a denial-of-service vulnerability","HIGH","","13 March 2018","CVE-2018-6957","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23537","Check Link for details"
"169","VCDSA23536","VMSA-2018-0007:VMware Virtual Appliance updates address side-channel analysis due to speculative execution","HIGH","","05 February 2018","CVE-2017-5753; CVE-2017-5715; CVE-2017-5754","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23536","vCenter Server | 6.5 U1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 6.5 U2 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 6.0 U2 | N/A | N/A | N/A | N/A | N/A | N/A | "
"170","VCDSA23535","VMSA-2018-0006:vRealize Automation, vSphere Integrated Containers, and AirWatch Console updates address multiple security vulnerabilities","CRITICAL","","24 January 2018","CVE-2017-4947; CVE-2017-4951","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23535","Check Link for details"
"171","VCDSA23534","VMSA-2018-0005:VMware Workstation, and Fusion updates resolve use-after-free and integer-overfLOW vulnerabilities","CRITICAL","","08 January 2018","CVE-2017-4949; CVE-2017-4950","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23534","Check Link for details"
"172","VCDSA23533","VMSA-2018-0004:VMware vSphere, Workstation and Fusion updates add Hypervisor-Assisted Guest Remediation for speculative execution issue","CRITICAL","","07 January 2018","CVE-2017-4949; CVE-2017-4950; CVE-2017-5715","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23533","vCenter Server | 6.5 U1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 6.0 U3 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 5.5 U3 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 650 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 600 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 550 | N/A | N/A | N/A | N/A | N/A | N/A | "
"173","VCDSA23532","VMSA-2018-0003:vRealize Operations for Horizon, vRealize Operations for Published Applications, Workstation, Horizon View Client and Tools updates resolve multiple security vulnerabilities","HIGH","","02 January 2018","CVE-2017-4945; CVE-2017-4946; CVE-2017-4948","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23532","VMware Tools | 10.2.0 | N/A | N/A | N/A | N/A | N/A | N/A | "
"174","VCDSA23530","VMSA-2018-0002:VMware ESXi, Workstation and Fusion updates address side-channel analysis due to speculative execution.","HIGH","","01 January 2018","CVE-2017-5753; CVE-2017-5715","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23530","ESXi | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 650 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 6.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 600 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 550 | N/A | N/A | N/A | N/A | N/A | N/A | "
"175","VCDSA23529","VMSA-2018-0001:vSphere Data Protection (VDP) updates address multiple security issues.","CRITICAL","","31 December 2017","CVE-2017-15548; CVE-2017-15549; CVE-2017-15550; CVE-2017-4917","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23529","Check Link for details"
